Month,Sunspots
1860-05-1,107.1
1860-06-1,108.6
1860-07-1,116.7
1860-08-1,100.3
1860-09-1,92.2
1860-10-1,90.1
1860-11-1,97.9
1860-12-1,95.6
1861-01-1,62.3
1861-02-1,77.8
1861-03-1,101
1861-04-1,98.5
1861-05-1,56.8
1861-06-1,87.8
1861-07-1,78
1861-08-1,82.5
1861-09-1,79.9
1861-10-1,67.2
1861-11-1,53.7
1861-12-1,80.5
1862-01-1,63.1
1862-02-1,64.5
1862-03-1,43.6
1862-04-1,53.7
1862-05-1,64.4
1862-06-1,84
1862-07-1,73.4
1862-08-1,62.5
1862-09-1,66.6
1862-10-1,42
1862-11-1,50.6
1862-12-1,40.9
1863-01-1,48.3
1863-02-1,56.7
1863-03-1,66.4
1863-04-1,40.6
1863-05-1,53.8
1863-06-1,40.8
1863-07-1,32.7
1863-08-1,48.1
1863-09-1,22
1863-10-1,39.9
1863-11-1,37.7
1863-12-1,41.2
1864-01-1,57.7
1864-02-1,47.1
1864-03-1,66.3
1864-04-1,35.8
1864-05-1,40.6
1864-06-1,57.8
1864-07-1,54.7
1864-08-1,54.8
1864-09-1,28.5
1864-10-1,33.9
1864-11-1,57.6
1864-12-1,28.6
1865-01-1,48.7
1865-02-1,39.3
1865-03-1,39.5
1865-04-1,29.4
1865-05-1,34.5
1865-06-1,33.6
1865-07-1,26.8
1865-08-1,37.8
1865-09-1,21.6
1865-10-1,17.1
1865-11-1,24.6
1865-12-1,12.8
1866-01-1,31.6
1866-02-1,38.4
1866-03-1,24.6
1866-04-1,17.6
1866-05-1,12.9
1866-06-1,16.5
1866-07-1,9.3
1866-08-1,12.7
1866-09-1,7.3
1866-10-1,14.1
1866-11-1,9
1866-12-1,1.5
1867-01-1,0
1867-02-1,0.7
1867-03-1,9.2
1867-04-1,5.1
1867-05-1,2.9
1867-06-1,1.5
1867-07-1,5
1867-08-1,4.9
1867-09-1,9.8
1867-10-1,13.5
1867-11-1,9.3
1867-12-1,25.2
1868-01-1,15.6
1868-02-1,15.8
1868-03-1,26.5
1868-04-1,36.6
1868-05-1,26.7
1868-06-1,31.1
1868-07-1,28.6
1868-08-1,34.4
1868-09-1,43.8
1868-10-1,61.7
1868-11-1,59.1
1868-12-1,67.6
1869-01-1,60.9
1869-02-1,59.3
1869-03-1,52.7
1869-04-1,41
1869-05-1,104
1869-06-1,108.4
1869-07-1,59.2
1869-08-1,79.6
1869-09-1,80.6
1869-10-1,59.4
1869-11-1,77.4
1869-12-1,104.3
1870-01-1,77.3
1870-02-1,114.9
1870-03-1,159.4
1870-04-1,160
1870-05-1,176
1870-06-1,135.6
1870-07-1,132.4
1870-08-1,153.8
1870-09-1,136
1870-10-1,146.4
1870-11-1,147.5
1870-12-1,130
1871-01-1,88.3
1871-02-1,125.3
1871-03-1,143.2
1871-04-1,162.4
1871-05-1,145.5
1871-06-1,91.7
1871-07-1,103
1871-08-1,110
1871-09-1,80.3
1871-10-1,89
1871-11-1,105.4
1871-12-1,90.3
1872-01-1,79.5
1872-02-1,120.1
1872-03-1,88.4
1872-04-1,102.1
1872-05-1,107.6
1872-06-1,109.9
1872-07-1,105.5
1872-08-1,92.9
1872-09-1,114.6
1872-10-1,103.5
1872-11-1,112
1872-12-1,83.9
1873-01-1,86.7
1873-02-1,107
1873-03-1,98.3
1873-04-1,76.2
1873-05-1,47.9
1873-06-1,44.8
1873-07-1,66.9
1873-08-1,68.2
1873-09-1,47.5
1873-10-1,47.4
1873-11-1,55.4
1873-12-1,49.2
1874-01-1,60.8
1874-02-1,64.2
1874-03-1,46.4
1874-04-1,32
1874-05-1,44.6
1874-06-1,38.2
1874-07-1,67.8
1874-08-1,61.3
1874-09-1,28
1874-10-1,34.3
1874-11-1,28.9
1874-12-1,29.3
1875-01-1,14.6
1875-02-1,22.2
1875-03-1,33.8
1875-04-1,29.1
1875-05-1,11.5
1875-06-1,23.9
1875-07-1,12.5
1875-08-1,14.6
1875-09-1,2.4
1875-10-1,12.7
1875-11-1,17.7
1875-12-1,9.9
1876-01-1,14.3
1876-02-1,15
1876-03-1,31.2
1876-04-1,2.3
1876-05-1,5.1
1876-06-1,1.6
1876-07-1,15.2
1876-08-1,8.8
1876-09-1,9.9
1876-10-1,14.3
1876-11-1,9.9
1876-12-1,8.2
1877-01-1,24.4
1877-02-1,8.7
1877-03-1,11.7
1877-04-1,15.8
1877-05-1,21.2
1877-06-1,13.4
1877-07-1,5.9
1877-08-1,6.3
1877-09-1,16.4
1877-10-1,6.7
1877-11-1,14.5
1877-12-1,2.3
1878-01-1,3.3
1878-02-1,6
1878-03-1,7.8
1878-04-1,0.1
1878-05-1,5.8
1878-06-1,6.4
1878-07-1,0.1
1878-08-1,0
1878-09-1,5.3
1878-10-1,1.1
1878-11-1,4.1
1878-12-1,0.5
1879-01-1,0.8
1879-02-1,0.6
1879-03-1,0
1879-04-1,6.2
1879-05-1,2.4
1879-06-1,4.8
1879-07-1,7.5
1879-08-1,10.7
1879-09-1,6.1
1879-10-1,12.3
1879-11-1,12.9
1879-12-1,7.2
1880-01-1,24
1880-02-1,27.5
1880-03-1,19.5
1880-04-1,19.3
1880-05-1,23.5
1880-06-1,34.1
1880-07-1,21.9
1880-08-1,48.1
1880-09-1,66
1880-10-1,43
1880-11-1,30.7
1880-12-1,29.6
1881-01-1,36.4
1881-02-1,53.2
1881-03-1,51.5
1881-04-1,51.7
1881-05-1,43.5
1881-06-1,60.5
1881-07-1,76.9
1881-08-1,58
1881-09-1,53.2
1881-10-1,64
1881-11-1,54.8
1881-12-1,47.3
1882-01-1,45
1882-02-1,69.3
1882-03-1,67.5
1882-04-1,95.8
1882-05-1,64.1
1882-06-1,45.2
1882-07-1,45.4
1882-08-1,40.4
1882-09-1,57.7
1882-10-1,59.2
1882-11-1,84.4
1882-12-1,41.8
1883-01-1,60.6
1883-02-1,46.9
1883-03-1,42.8
1883-04-1,82.1
1883-05-1,32.1
1883-06-1,76.5
1883-07-1,80.6
1883-08-1,46
1883-09-1,52.6
1883-10-1,83.8
1883-11-1,84.5
1883-12-1,75.9
1884-01-1,91.5
1884-02-1,86.9
1884-03-1,86.8
1884-04-1,76.1
1884-05-1,66.5
1884-06-1,51.2
1884-07-1,53.1
1884-08-1,55.8
1884-09-1,61.9
1884-10-1,47.8
1884-11-1,36.6
1884-12-1,47.2
1885-01-1,42.8
1885-02-1,71.8
1885-03-1,49.8
1885-04-1,55
1885-05-1,73
1885-06-1,83.7
1885-07-1,66.5
1885-08-1,50
1885-09-1,39.6
1885-10-1,38.7
1885-11-1,33.3
1885-12-1,21.7
1886-01-1,29.9
1886-02-1,25.9
1886-03-1,57.3
1886-04-1,43.7
1886-05-1,30.7
1886-06-1,27.1
1886-07-1,30.3
1886-08-1,16.9
1886-09-1,21.4
1886-10-1,8.6
1886-11-1,0.3
1886-12-1,12.4
1887-01-1,10.3
1887-02-1,13.2
1887-03-1,4.2
1887-04-1,6.9
1887-05-1,20
1887-06-1,15.7
1887-07-1,23.3
1887-08-1,21.4
1887-09-1,7.4
1887-10-1,6.6
1887-11-1,6.9
1887-12-1,20.7
1888-01-1,12.7
1888-02-1,7.1
1888-03-1,7.8
1888-04-1,5.1
1888-05-1,7
1888-06-1,7.1
1888-07-1,3.1
1888-08-1,2.8
1888-09-1,8.8
1888-10-1,2.1
1888-11-1,10.7
1888-12-1,6.7
1889-01-1,0.8
1889-02-1,8.5
1889-03-1,7
1889-04-1,4.3
1889-05-1,2.4
1889-06-1,6.4
1889-07-1,9.7
1889-08-1,20.6
1889-09-1,6.5
1889-10-1,2.1
1889-11-1,0.2
1889-12-1,6.7
1890-01-1,5.3
1890-02-1,0.6
1890-03-1,5.1
1890-04-1,1.6
1890-05-1,4.8
1890-06-1,1.3
1890-07-1,11.6
1890-08-1,8.5
1890-09-1,17.2
1890-10-1,11.2
1890-11-1,9.6
1890-12-1,7.8
1891-01-1,13.5
1891-02-1,22.2
1891-03-1,10.4
1891-04-1,20.5
1891-05-1,41.1
1891-06-1,48.3
1891-07-1,58.8
1891-08-1,33.2
1891-09-1,53.8
1891-10-1,51.5
1891-11-1,41.9
1891-12-1,32.3
1892-01-1,69.1
1892-02-1,75.6
1892-03-1,49.9
1892-04-1,69.6
1892-05-1,79.6
1892-06-1,76.3
1892-07-1,76.8
1892-08-1,101.4
1892-09-1,62.8
1892-10-1,70.5
1892-11-1,65.4
1892-12-1,78.6
1893-01-1,75
1893-02-1,73
1893-03-1,65.7
1893-04-1,88.1
1893-05-1,84.7
1893-06-1,88.2
1893-07-1,88.8
1893-08-1,129.2
1893-09-1,77.9
1893-10-1,79.7
1893-11-1,75.1
1893-12-1,93.8
1894-01-1,83.2
1894-02-1,84.6
1894-03-1,52.3
1894-04-1,81.6
1894-05-1,101.2
1894-06-1,98.9
1894-07-1,106
1894-08-1,70.3
1894-09-1,65.9
1894-10-1,75.5
1894-11-1,56.6
1894-12-1,60
1895-01-1,63.3
1895-02-1,67.2
1895-03-1,61
1895-04-1,76.9
1895-05-1,67.5
1895-06-1,71.5
1895-07-1,47.8
1895-08-1,68.9
1895-09-1,57.7
1895-10-1,67.9
1895-11-1,47.2
1895-12-1,70.7
1896-01-1,29
1896-02-1,57.4
1896-03-1,52
1896-04-1,43.8
1896-05-1,27.7
1896-06-1,49
1896-07-1,45
1896-08-1,27.2
1896-09-1,61.3
1896-10-1,28.4
1896-11-1,38
1896-12-1,42.6
1897-01-1,40.6
1897-02-1,29.4
1897-03-1,29.1
1897-04-1,31
1897-05-1,20
1897-06-1,11.3
1897-07-1,27.6
1897-08-1,21.8
1897-09-1,48.1
1897-10-1,14.3
1897-11-1,8.4
1897-12-1,33.3
1898-01-1,30.2
1898-02-1,36.4
1898-03-1,38.3
1898-04-1,14.5
1898-05-1,25.8
1898-06-1,22.3
1898-07-1,9
1898-08-1,31.4
1898-09-1,34.8
1898-10-1,34.4
1898-11-1,30.9
1898-12-1,12.6
1899-01-1,19.5
1899-02-1,9.2
1899-03-1,18.1
1899-04-1,14.2
1899-05-1,7.7
1899-06-1,20.5
1899-07-1,13.5
1899-08-1,2.9
1899-09-1,8.4
1899-10-1,13
1899-11-1,7.8
1899-12-1,10.5
1900-01-1,9.4
1900-02-1,13.6
1900-03-1,8.6
1900-04-1,16
1900-05-1,15.2
1900-06-1,12.1
1900-07-1,8.3
1900-08-1,4.3
1900-09-1,8.3
1900-10-1,12.9
1900-11-1,4.5
1900-12-1,0.3
1901-01-1,0.2
1901-02-1,2.4
1901-03-1,4.5
1901-04-1,0
1901-05-1,10.2
1901-06-1,5.8
1901-07-1,0.7
1901-08-1,1
1901-09-1,0.6
1901-10-1,3.7
1901-11-1,3.8
1901-12-1,0
1902-01-1,5.2
1902-02-1,0
1902-03-1,12.4
1902-04-1,0
1902-05-1,2.8
1902-06-1,1.4
1902-07-1,0.9
1902-08-1,2.3
1902-09-1,7.6
1902-10-1,16.3
1902-11-1,10.3
1902-12-1,1.1
1903-01-1,8.3
1903-02-1,17
1903-03-1,13.5
1903-04-1,26.1
1903-05-1,14.6
1903-06-1,16.3
1903-07-1,27.9
1903-08-1,28.8
1903-09-1,11.1
1903-10-1,38.9
1903-11-1,44.5
1903-12-1,45.6
1904-01-1,31.6
1904-02-1,24.5
1904-03-1,37.2
1904-04-1,43
1904-05-1,39.5
1904-06-1,41.9
1904-07-1,50.6
1904-08-1,58.2
1904-09-1,30.1
1904-10-1,54.2
1904-11-1,38
1904-12-1,54.6
1905-01-1,54.8
1905-02-1,85.8
1905-03-1,56.5
1905-04-1,39.3
1905-05-1,48
1905-06-1,49
1905-07-1,73
1905-08-1,58.8
1905-09-1,55
1905-10-1,78.7
1905-11-1,107.2
1905-12-1,55.5
1906-01-1,45.5
1906-02-1,31.3
1906-03-1,64.5
1906-04-1,55.3
1906-05-1,57.7
1906-06-1,63.2
1906-07-1,103.6
1906-08-1,47.7
1906-09-1,56.1
1906-10-1,17.8
1906-11-1,38.9
1906-12-1,64.7
1907-01-1,76.4
1907-02-1,108.2
1907-03-1,60.7
1907-04-1,52.6
1907-05-1,42.9
1907-06-1,40.4
1907-07-1,49.7
1907-08-1,54.3
1907-09-1,85
1907-10-1,65.4
1907-11-1,61.5
1907-12-1,47.3
1908-01-1,39.2
1908-02-1,33.9
1908-03-1,28.7
1908-04-1,57.6
1908-05-1,40.8
1908-06-1,48.1
1908-07-1,39.5
1908-08-1,90.5
1908-09-1,86.9
1908-10-1,32.3
1908-11-1,45.5
1908-12-1,39.5
1909-01-1,56.7
1909-02-1,46.6
1909-03-1,66.3
1909-04-1,32.3
1909-05-1,36
1909-06-1,22.6
1909-07-1,35.8
1909-08-1,23.1
1909-09-1,38.8
1909-10-1,58.4
1909-11-1,55.8
1909-12-1,54.2
1910-01-1,26.4
1910-02-1,31.5
1910-03-1,21.4
1910-04-1,8.4
1910-05-1,22.2
1910-06-1,12.3
1910-07-1,14.1
1910-08-1,11.5
1910-09-1,26.2
1910-10-1,38.3
1910-11-1,4.9
1910-12-1,5.8
1911-01-1,3.4
1911-02-1,9
1911-03-1,7.8
1911-04-1,16.5
1911-05-1,9
1911-06-1,2.2
1911-07-1,3.5
1911-08-1,4
1911-09-1,4
1911-10-1,2.6
1911-11-1,4.2
1911-12-1,2.2
1912-01-1,0.3
1912-02-1,0
1912-03-1,4.9
1912-04-1,4.5
1912-05-1,4.4
1912-06-1,4.1
1912-07-1,3
1912-08-1,0.3
1912-09-1,9.5
1912-10-1,4.6
1912-11-1,1.1
1912-12-1,6.4
1913-01-1,2.3
1913-02-1,2.9
1913-03-1,0.5
1913-04-1,0.9
1913-05-1,0
1913-06-1,0
1913-07-1,1.7
1913-08-1,0.2
1913-09-1,1.2
1913-10-1,3.1
1913-11-1,0.7
1913-12-1,3.8
1914-01-1,2.8
1914-02-1,2.6
1914-03-1,3.1
1914-04-1,17.3
1914-05-1,5.2
1914-06-1,11.4
1914-07-1,5.4
1914-08-1,7.7
1914-09-1,12.7
1914-10-1,8.2
1914-11-1,16.4
1914-12-1,22.3
1915-01-1,23
1915-02-1,42.3
1915-03-1,38.8
1915-04-1,41.3
1915-05-1,33
1915-06-1,68.8
1915-07-1,71.6
1915-08-1,69.6
1915-09-1,49.5
1915-10-1,53.5
1915-11-1,42.5
1915-12-1,34.5
1916-01-1,45.3
1916-02-1,55.4
1916-03-1,67
1916-04-1,71.8
1916-05-1,74.5
1916-06-1,67.7
1916-07-1,53.5
1916-08-1,35.2
1916-09-1,45.1
1916-10-1,50.7
1916-11-1,65.6
1916-12-1,53
1917-01-1,74.7
1917-02-1,71.9
1917-03-1,94.8
1917-04-1,74.7
1917-05-1,114.1
1917-06-1,114.9
1917-07-1,119.8
1917-08-1,154.5
1917-09-1,129.4
1917-10-1,72.2
1917-11-1,96.4
1917-12-1,129.3
1918-01-1,96
1918-02-1,65.3
1918-03-1,72.2
1918-04-1,80.5
1918-05-1,76.7
1918-06-1,59.4
1918-07-1,107.6
1918-08-1,101.7
1918-09-1,79.9
1918-10-1,85
1918-11-1,83.4
1918-12-1,59.2
1919-01-1,48.1
1919-02-1,79.5
1919-03-1,66.5
1919-04-1,51.8
1919-05-1,88.1
1919-06-1,111.2
1919-07-1,64.7
1919-08-1,69
1919-09-1,54.7
1919-10-1,52.8
1919-11-1,42
1919-12-1,34.9
1920-01-1,51.1
1920-02-1,53.9
1920-03-1,70.2
1920-04-1,14.8
1920-05-1,33.3
1920-06-1,38.7
1920-07-1,27.5
1920-08-1,19.2
1920-09-1,36.3
1920-10-1,49.6
1920-11-1,27.2
1920-12-1,29.9
1921-01-1,31.5
1921-02-1,28.3
1921-03-1,26.7
1921-04-1,32.4
1921-05-1,22.2
1921-06-1,33.7
1921-07-1,41.9
1921-08-1,22.8
1921-09-1,17.8
1921-10-1,18.2
1921-11-1,17.8
1921-12-1,20.3
1922-01-1,11.8
1922-02-1,26.4
1922-03-1,54.7
1922-04-1,11
1922-05-1,8
1922-06-1,5.8
1922-07-1,10.9
1922-08-1,6.5
1922-09-1,4.7
1922-10-1,6.2
1922-11-1,7.4
1922-12-1,17.5
1923-01-1,4.5
1923-02-1,1.5
1923-03-1,3.3
1923-04-1,6.1
1923-05-1,3.2
1923-06-1,9.1
1923-07-1,3.5
1923-08-1,0.5
1923-09-1,13.2
1923-10-1,11.6
1923-11-1,10
1923-12-1,2.8
1924-01-1,0.5
1924-02-1,5.1
1924-03-1,1.8
1924-04-1,11.3
1924-05-1,20.8
1924-06-1,24
1924-07-1,28.1
1924-08-1,19.3
1924-09-1,25.1
1924-10-1,25.6
1924-11-1,22.5
1924-12-1,16.5
1925-01-1,5.5
1925-02-1,23.2
1925-03-1,18
1925-04-1,31.7
1925-05-1,42.8
1925-06-1,47.5
1925-07-1,38.5
1925-08-1,37.9
1925-09-1,60.2
1925-10-1,69.2
1925-11-1,58.6
1925-12-1,98.6
1926-01-1,71.8
1926-02-1,70
1926-03-1,62.5
1926-04-1,38.5
1926-05-1,64.3
1926-06-1,73.5
1926-07-1,52.3
1926-08-1,61.6
1926-09-1,60.8
1926-10-1,71.5
1926-11-1,60.5
1926-12-1,79.4
1927-01-1,81.6
1927-02-1,93
1927-03-1,69.6
1927-04-1,93.5
1927-05-1,79.1
1927-06-1,59.1
1927-07-1,54.9
1927-08-1,53.8
1927-09-1,68.4
1927-10-1,63.1
1927-11-1,67.2
1927-12-1,45.2
1928-01-1,83.5
1928-02-1,73.5
1928-03-1,85.4
1928-04-1,80.6
1928-05-1,76.9
1928-06-1,91.4
1928-07-1,98
1928-08-1,83.8
1928-09-1,89.7
1928-10-1,61.4
1928-11-1,50.3
1928-12-1,59
1929-01-1,68.9
1929-02-1,64.1
1929-03-1,50.2
1929-04-1,52.8
1929-05-1,58.2
1929-06-1,71.9
1929-07-1,70.2
1929-08-1,65.8
1929-09-1,34.4
1929-10-1,54
1929-11-1,81.1
1929-12-1,108
1930-01-1,65.3
1930-02-1,49.2
1930-03-1,35
1930-04-1,38.2
1930-05-1,36.8
1930-06-1,28.8
1930-07-1,21.9
1930-08-1,24.9
1930-09-1,32.1
1930-10-1,34.4
1930-11-1,35.6
1930-12-1,25.8
1931-01-1,14.6
1931-02-1,43.1
1931-03-1,30
1931-04-1,31.2
1931-05-1,24.6
1931-06-1,15.3
1931-07-1,17.4
1931-08-1,13
1931-09-1,19
1931-10-1,10
1931-11-1,18.7
1931-12-1,17.8
1932-01-1,12.1
1932-02-1,10.6
1932-03-1,11.2
1932-04-1,11.2
1932-05-1,17.9
1932-06-1,22.2
1932-07-1,9.6
1932-08-1,6.8
1932-09-1,4
1932-10-1,8.9
1932-11-1,8.2
1932-12-1,11
1933-01-1,12.3
1933-02-1,22.2
1933-03-1,10.1
1933-04-1,2.9
1933-05-1,3.2
1933-06-1,5.2
1933-07-1,2.8
1933-08-1,0.2
1933-09-1,5.1
1933-10-1,3
1933-11-1,0.6
1933-12-1,0.3
1934-01-1,3.4
1934-02-1,7.8
1934-03-1,4.3
1934-04-1,11.3
1934-05-1,19.7
1934-06-1,6.7
1934-07-1,9.3
1934-08-1,8.3
1934-09-1,4
1934-10-1,5.7
1934-11-1,8.7
1934-12-1,15.4
1935-01-1,18.9
1935-02-1,20.5
1935-03-1,23.1
1935-04-1,12.2
1935-05-1,27.3
1935-06-1,45.7
1935-07-1,33.9
1935-08-1,30.1
1935-09-1,42.1
1935-10-1,53.2
1935-11-1,64.2
1935-12-1,61.5
1936-01-1,62.8
1936-02-1,74.3
1936-03-1,77.1
1936-04-1,74.9
1936-05-1,54.6
1936-06-1,70
1936-07-1,52.3
1936-08-1,87
1936-09-1,76
1936-10-1,89
1936-11-1,115.4
1936-12-1,123.4
1937-01-1,132.5
1937-02-1,128.5
1937-03-1,83.9
1937-04-1,109.3
1937-05-1,116.7
1937-06-1,130.3
1937-07-1,145.1
1937-08-1,137.7
1937-09-1,100.7
1937-10-1,124.9
1937-11-1,74.4
1937-12-1,88.8
1938-01-1,98.4
1938-02-1,119.2
1938-03-1,86.5
1938-04-1,101
1938-05-1,127.4
1938-06-1,97.5
1938-07-1,165.3
1938-08-1,115.7
1938-09-1,89.6
1938-10-1,99.1
1938-11-1,122.2
1938-12-1,92.7
1939-01-1,80.3
1939-02-1,77.4
1939-03-1,64.6
1939-04-1,109.1
1939-05-1,118.3
1939-06-1,101
1939-07-1,97.6
1939-08-1,105.8
1939-09-1,112.6
1939-10-1,88.1
1939-11-1,68.1
1939-12-1,42.1
1940-01-1,50.5
1940-02-1,59.4
1940-03-1,83.3
1940-04-1,60.7
1940-05-1,54.4
1940-06-1,83.9
1940-07-1,67.5
1940-08-1,105.5
1940-09-1,66.5
1940-10-1,55
1940-11-1,58.4
1940-12-1,68.3
1941-01-1,45.6
1941-02-1,44.5
1941-03-1,46.4
1941-04-1,32.8
1941-05-1,29.5
1941-06-1,59.8
1941-07-1,66.9
1941-08-1,60
1941-09-1,65.9
1941-10-1,46.3
1941-11-1,38.3
1941-12-1,33.7
1942-01-1,35.6
1942-02-1,52.8
1942-03-1,54.2
1942-04-1,60.7
1942-05-1,25
1942-06-1,11.4
1942-07-1,17.7
1942-08-1,20.2
1942-09-1,17.2
1942-10-1,19.2
1942-11-1,30.7
1942-12-1,22.5
1943-01-1,12.4
1943-02-1,28.9
1943-03-1,27.4
1943-04-1,26.1
1943-05-1,14.1
1943-06-1,7.6
1943-07-1,13.2
1943-08-1,19.4
1943-09-1,10
1943-10-1,7.8
1943-11-1,10.2
1943-12-1,18.8
1944-01-1,3.7
1944-02-1,0.5
1944-03-1,11
1944-04-1,0.3
1944-05-1,2.5
1944-06-1,5
1944-07-1,5
1944-08-1,16.7
1944-09-1,14.3
1944-10-1,16.9
1944-11-1,10.8
1944-12-1,28.4
1945-01-1,18.5
1945-02-1,12.7
1945-03-1,21.5
1945-04-1,32
1945-05-1,30.6
1945-06-1,36.2
1945-07-1,42.6
1945-08-1,25.9
1945-09-1,34.9
1945-10-1,68.8
1945-11-1,46
1945-12-1,27.4
1946-01-1,47.6
1946-02-1,86.2
1946-03-1,76.6
1946-04-1,75.7
1946-05-1,84.9
1946-06-1,73.5
1946-07-1,116.2
1946-08-1,107.2
1946-09-1,94.4
1946-10-1,102.3
1946-11-1,123.8
1946-12-1,121.7
1947-01-1,115.7
1947-02-1,113.4
1947-03-1,129.8
1947-04-1,149.8
1947-05-1,201.3
1947-06-1,163.9
1947-07-1,157.9
1947-08-1,188.8
1947-09-1,169.4
1947-10-1,163.6
1947-11-1,128
1947-12-1,116.5
1948-01-1,108.5
1948-02-1,86.1
1948-03-1,94.8
1948-04-1,189.7
1948-05-1,174
1948-06-1,167.8
1948-07-1,142.2
1948-08-1,157.9
1948-09-1,143.3
1948-10-1,136.3
1948-11-1,95.8
1948-12-1,138
1949-01-1,119.1
1949-02-1,182.3
1949-03-1,157.5
1949-04-1,147
1949-05-1,106.2
1949-06-1,121.7
1949-07-1,125.8
1949-08-1,123.8
1949-09-1,145.3
1949-10-1,131.6
1949-11-1,143.5
1949-12-1,117.6
1950-01-1,101.6
1950-02-1,94.8
1950-03-1,109.7
1950-04-1,113.4
1950-05-1,106.2
1950-06-1,83.6
1950-07-1,91
1950-08-1,85.2
1950-09-1,51.3
1950-10-1,61.4
1950-11-1,54.8
1950-12-1,54.1
1951-01-1,59.9
1951-02-1,59.9
1951-03-1,59.9
1951-04-1,92.9
1951-05-1,108.5
1951-06-1,100.6
1951-07-1,61.5
1951-08-1,61
1951-09-1,83.1
1951-10-1,51.6
1951-11-1,52.4
1951-12-1,45.8
1952-01-1,40.7
1952-02-1,22.7
1952-03-1,22
1952-04-1,29.1
1952-05-1,23.4
1952-06-1,36.4
1952-07-1,39.3
1952-08-1,54.9
1952-09-1,28.2
1952-10-1,23.8
1952-11-1,22.1
1952-12-1,34.3
1953-01-1,26.5
1953-02-1,3.9
1953-03-1,10
1953-04-1,27.8
1953-05-1,12.5
1953-06-1,21.8
1953-07-1,8.6
1953-08-1,23.5
1953-09-1,19.3
1953-10-1,8.2
1953-11-1,1.6
1953-12-1,2.5
1954-01-1,0.2
1954-02-1,0.5
1954-03-1,10.9
1954-04-1,1.8
1954-05-1,0.8
1954-06-1,0.2
1954-07-1,4.8
1954-08-1,8.4
1954-09-1,1.5
1954-10-1,7
1954-11-1,9.2
1954-12-1,7.6
1955-01-1,23.1
1955-02-1,20.8
1955-03-1,4.9
1955-04-1,11.3
1955-05-1,28.9
1955-06-1,31.7
1955-07-1,26.7
1955-08-1,40.7
1955-09-1,42.7
1955-10-1,58.5
1955-11-1,89.2
1955-12-1,76.9
1956-01-1,73.6
1956-02-1,124
1956-03-1,118.4
1956-04-1,110.7
1956-05-1,136.6
1956-06-1,116.6
1956-07-1,129.1
1956-08-1,169.6
1956-09-1,173.2
1956-10-1,155.3
1956-11-1,201.3
1956-12-1,192.1
1957-01-1,165
1957-02-1,130.2
1957-03-1,157.4
1957-04-1,175.2
1957-05-1,164.6
1957-06-1,200.7
1957-07-1,187.2
1957-08-1,158
1957-09-1,235.8
1957-10-1,253.8
1957-11-1,210.9
1957-12-1,239.4
1958-01-1,202.5
1958-02-1,164.9
1958-03-1,190.7
1958-04-1,196
1958-05-1,175.3
1958-06-1,171.5
1958-07-1,191.4
1958-08-1,200.2
1958-09-1,201.2
1958-10-1,181.5
1958-11-1,152.3
1958-12-1,187.6
1959-01-1,217.4
1959-02-1,143.1
1959-03-1,185.7
1959-04-1,163.3
1959-05-1,172
1959-06-1,168.7
1959-07-1,149.6
1959-08-1,199.6
1959-09-1,145.2
1959-10-1,111.4
1959-11-1,124
1959-12-1,125
1960-01-1,146.3
1960-02-1,106
1960-03-1,102.2
1960-04-1,122
1960-05-1,119.6
1960-06-1,110.2
1960-07-1,121.7
1960-08-1,134.1
1960-09-1,127.2
1960-10-1,82.8
1960-11-1,89.6
1960-12-1,85.6
1961-01-1,57.9
1961-02-1,46.1
1961-03-1,53
1961-04-1,61.4
1961-05-1,51
1961-06-1,77.4
1961-07-1,70.2
1961-08-1,55.9
1961-09-1,63.6
1961-10-1,37.7
1961-11-1,32.6
1961-12-1,40
1962-01-1,38.7
1962-02-1,50.3
1962-03-1,45.6
1962-04-1,46.4
1962-05-1,43.7
1962-06-1,42
1962-07-1,21.8
1962-08-1,21.8
1962-09-1,51.3
1962-10-1,39.5
1962-11-1,26.9
1962-12-1,23.2
1963-01-1,19.8
1963-02-1,24.4
1963-03-1,17.1
1963-04-1,29.3
1963-05-1,43
1963-06-1,35.9
1963-07-1,19.6
1963-08-1,33.2
1963-09-1,38.8
1963-10-1,35.3
1963-11-1,23.4
1963-12-1,14.9
1964-01-1,15.3
1964-02-1,17.7
1964-03-1,16.5
1964-04-1,8.6
1964-05-1,9.5
1964-06-1,9.1
1964-07-1,3.1
1964-08-1,9.3
1964-09-1,4.7
1964-10-1,6.1
1964-11-1,7.4
1964-12-1,15.1
1965-01-1,17.5
1965-02-1,14.2
1965-03-1,11.7
1965-04-1,6.8
1965-05-1,24.1
1965-06-1,15.9
1965-07-1,11.9
1965-08-1,8.9
1965-09-1,16.8
1965-10-1,20.1
1965-11-1,15.8
1965-12-1,17
1966-01-1,28.2
1966-02-1,24.4
1966-03-1,25.3
1966-04-1,48.7
1966-05-1,45.3
1966-06-1,47.7
1966-07-1,56.7
1966-08-1,51.2
1966-09-1,50.2
1966-10-1,57.2
1966-11-1,57.2
1966-12-1,70.4
1967-01-1,110.9
1967-02-1,93.6
1967-03-1,111.8
1967-04-1,69.5
1967-05-1,86.5
1967-06-1,67.3
1967-07-1,91.5
1967-08-1,107.2
1967-09-1,76.8
1967-10-1,88.2
1967-11-1,94.3
1967-12-1,126.4
1968-01-1,121.8
1968-02-1,111.9
1968-03-1,92.2
1968-04-1,81.2
1968-05-1,127.2
